thresholds
inf
0.78565466
0.7567742
0.75164753
0.748259
0.7439903
0.7409404
0.7327149
0.7217081
0.71708965
0.69618845
0.69453365
0.6871285
0.6597856
0.65627295
0.6523683
0.6520273
0.6471679
0.63314235
0.6308835
0.62221307
0.61659724
0.6078295
0.6014959
0.58057845
0.57068574
0.5653806
0.5586773
0.5543069
0.54951215
0.54868305
0.54467475
0.54418457
0.5394451
0.52483994
0.52430916
0.5217662
0.52138054
0.52063763
0.5128607
0.5084739
0.506543
0.4977098
0.4924633
0.48684
0.47368693
0.4665941
0.46643472
0.4652521
0.4367921
0.40866214
0.39987355
0.39936563
0.3965398
0.39431193
0.3891404
0.38628232
0.37752986
0.3536303
0.3412754
0.32698625
0.3251355
0.3221175
0.31845644
0.26606354
0.26424327
0.21373051
0.20935845
0.19224809
0.18259716
0.17685333
0.17232575
0.13480425
0.13370931
0.028687187
