false_positive_rate,true_positive_rate,thresholds
0.0,0.0,inf
0.0,0.006535947712418301,0.7443775322363287
0.0,0.013071895424836602,0.7274973921342237
0.008368200836820083,0.013071895424836602,0.7224555907769388
0.008368200836820083,0.0196078431372549,0.7157240799611555
0.016736401673640166,0.0196078431372549,0.7071498445921419
0.016736401673640166,0.0392156862745098,0.7027419439103778
0.02510460251046025,0.0392156862745098,0.6948596060201693
0.02510460251046025,0.05228758169934641,0.6883986892832151
0.029288702928870293,0.05228758169934641,0.6833682048381107
0.029288702928870293,0.058823529411764705,0.6730903496073628
0.03765690376569038,0.058823529411764705,0.6695560503186312
0.03765690376569038,0.0784313725490196,0.6657634896839658
0.04184100418410042,0.0784313725490196,0.654632263047021
0.04184100418410042,0.08496732026143791,0.654330375034433
0.0502092050209205,0.08496732026143791,0.6475636829215096
0.0502092050209205,0.10457516339869281,0.6417104324692132
0.05439330543933055,0.10457516339869281,0.6392346047077447
0.05439330543933055,0.1111111111111111,0.6389904694093299
0.058577405857740586,0.1111111111111111,0.6389575507256389
0.058577405857740586,0.13071895424836602,0.6376524798186569
0.06276150627615062,0.13071895424836602,0.6356028884494489
0.06276150627615062,0.13725490196078433,0.6351828042610573
0.07112970711297072,0.13725490196078433,0.6332576362941832
0.07112970711297072,0.1503267973856209,0.6325326105614929
0.07531380753138076,0.1503267973856209,0.6319500238742951
0.07531380753138076,0.16339869281045752,0.631310519882753
0.0794979079497908,0.16339869281045752,0.6305011181187741
0.0794979079497908,0.16993464052287582,0.6285639040454172
0.08368200836820083,0.16993464052287582,0.6255633954094435
0.08368200836820083,0.1830065359477124,0.6238827769185694
0.09623430962343096,0.1830065359477124,0.6200420137346284
0.09623430962343096,0.20261437908496732,0.6169877676525656
0.100418410041841,0.20261437908496732,0.6169522943307434
0.100418410041841,0.21568627450980393,0.6109639116297304
0.11715481171548117,0.21568627450980393,0.6090660106903864
0.11715481171548117,0.22875816993464052,0.6070139441422117
0.12552301255230125,0.22875816993464052,0.6046142952107869
0.12552301255230125,0.24183006535947713,0.6024941824374773
0.1297071129707113,0.24183006535947713,0.6013885804294681
0.1297071129707113,0.24836601307189543,0.5991059578368715
0.13807531380753138,0.24836601307189543,0.5953295631874003
0.13807531380753138,0.2549019607843137,0.5927610431198576
0.1589958158995816,0.2549019607843137,0.5850059885664098
0.1589958158995816,0.3006535947712418,0.5757848588164096
0.17154811715481172,0.3006535947712418,0.5743494645162245
0.17154811715481172,0.30718954248366015,0.5740716093594258
0.1799163179916318,0.30718954248366015,0.571025550981596
0.1799163179916318,0.3137254901960784,0.5700316024515331
0.18828451882845187,0.3137254901960784,0.5694214256156315
0.18828451882845187,0.33986928104575165,0.567496497485311
0.19665271966527198,0.33986928104575165,0.5668253224712412
0.19665271966527198,0.3464052287581699,0.5663140933916034
0.20920502092050208,0.3464052287581699,0.5630371626471338
0.20920502092050208,0.35947712418300654,0.5624188681665706
0.22594142259414227,0.35947712418300654,0.5578006961072409
0.22594142259414227,0.39869281045751637,0.5510324748999297
0.2384937238493724,0.39869281045751637,0.5472710354589377
0.2384937238493724,0.40522875816993464,0.544759128377513
0.24267782426778242,0.40522875816993464,0.5445892114281803
0.24267782426778242,0.4117647058823529,0.5445619208481781
0.24686192468619247,0.4117647058823529,0.5425268118580745
0.24686192468619247,0.41830065359477125,0.5423685182409586
0.2510460251046025,0.41830065359477125,0.5398270249646846
0.2510460251046025,0.43137254901960786,0.5390512210983115
0.25523012552301255,0.43137254901960786,0.5381779211865615
0.25523012552301255,0.4444444444444444,0.534401684799351
0.26359832635983266,0.4444444444444444,0.5317807100979807
0.26359832635983266,0.45098039215686275,0.5315014009700018
0.27615062761506276,0.45098039215686275,0.5286644050953583
0.27615062761506276,0.46405228758169936,0.5268604501124138
0.28451882845188287,0.46405228758169936,0.5228566080064186
0.28451882845188287,0.47058823529411764,0.5220333331591455
0.301255230125523,0.47058823529411764,0.5183609137508741
0.301255230125523,0.49019607843137253,0.5158360184372371
0.3054393305439331,0.49019607843137253,0.5155907001330718
0.3054393305439331,0.5032679738562091,0.51261266822581
0.3138075313807531,0.5032679738562091,0.5103297822834227
0.3138075313807531,0.5163398692810458,0.5081947192366071
0.3263598326359833,0.5163398692810458,0.5042563525903199
0.3263598326359833,0.5359477124183006,0.5024129856678707
0.33472803347280333,0.5359477124183006,0.5013379587924719
0.33472803347280333,0.5555555555555556,0.494575409263416
0.34309623430962344,0.5555555555555556,0.491953774569954
0.34309623430962344,0.5620915032679739,0.49147402972251014
0.3514644351464435,0.5620915032679739,0.4900768255495856
0.3514644351464435,0.5816993464052288,0.48590957885748487
0.3598326359832636,0.5816993464052288,0.4830406912453066
0.3598326359832636,0.5882352941176471,0.4827971807159461
0.3723849372384937,0.5882352941176471,0.47894899090152193
0.3723849372384937,0.5947712418300654,0.47891596462477243
0.37656903765690375,0.5947712418300654,0.47720371678013324
0.37656903765690375,0.6013071895424836,0.47683104855073666
0.3807531380753138,0.6013071895424836,0.4760543147676152
0.3807531380753138,0.6143790849673203,0.47192152756123235
0.39330543933054396,0.6143790849673203,0.46904311994846276
0.39330543933054396,0.6209150326797386,0.4686283076813985
0.401673640167364,0.6209150326797386,0.46533939805701247
0.401673640167364,0.6274509803921569,0.4651615081470489
0.4100418410041841,0.6274509803921569,0.462744524759093
0.4100418410041841,0.6405228758169934,0.4579198672140277
0.41422594142259417,0.6405228758169934,0.45739467196674577
0.41422594142259417,0.6470588235294118,0.45662341734444784
0.41841004184100417,0.6470588235294118,0.4564429464772168
0.41841004184100417,0.6535947712418301,0.4551802943526711
0.45188284518828453,0.6535947712418301,0.4406479699376649
0.45188284518828453,0.673202614379085,0.439329509815228
0.46443514644351463,0.673202614379085,0.43572960801383526
0.46443514644351463,0.6797385620915033,0.4347185192494261
0.4686192468619247,0.6797385620915033,0.433789513625285
0.4686192468619247,0.7058823529411765,0.4260341062405919
0.4769874476987448,0.7058823529411765,0.4244651599940013
0.4769874476987448,0.7189542483660131,0.4230004880034485
