false_positive_rate,true_positive_rate,thresholds
0.0,0.0,inf
0.0,0.006535947712418301,0.6767225962678073
0.008368200836820083,0.006535947712418301,0.670930532054736
0.008368200836820083,0.013071895424836602,0.6681838553961826
0.012552301255230125,0.013071895424836602,0.6653219689525008
0.012552301255230125,0.032679738562091505,0.6476832510439372
0.02092050209205021,0.032679738562091505,0.6393969986756929
0.02092050209205021,0.0457516339869281,0.6358188632841228
0.04184100418410042,0.0457516339869281,0.6323718515587423
0.04184100418410042,0.058823529411764705,0.6321325517982875
0.04602510460251046,0.058823529411764705,0.6312862681531143
0.04602510460251046,0.0784313725490196,0.6251349593214199
0.05439330543933055,0.0784313725490196,0.6230709107664208
0.05439330543933055,0.09803921568627451,0.6205831661341064
0.058577405857740586,0.09803921568627451,0.6200707509941152
0.058577405857740586,0.10457516339869281,0.6190056897389649
0.06694560669456066,0.10457516339869281,0.6183029492863797
0.06694560669456066,0.12418300653594772,0.6164412169794381
0.0794979079497908,0.12418300653594772,0.6119531965406851
0.0794979079497908,0.1437908496732026,0.6106375816754466
0.08368200836820083,0.1437908496732026,0.6098988846521839
0.08368200836820083,0.16993464052287582,0.6089674028896228
0.100418410041841,0.16993464052287582,0.607114290057721
0.100418410041841,0.1895424836601307,0.603449133369175
0.10460251046025104,0.1895424836601307,0.6031154622655882
0.10460251046025104,0.20261437908496732,0.6024601147915465
0.1087866108786611,0.20261437908496732,0.6023886087590133
0.1087866108786611,0.2222222222222222,0.5972912206931781
0.11715481171548117,0.2222222222222222,0.5957823191393606
0.11715481171548117,0.24836601307189543,0.5925647235334014
0.12133891213389121,0.24836601307189543,0.5915388007617146
0.12133891213389121,0.2549019607843137,0.5915262688447388
0.12552301255230125,0.2549019607843137,0.5896665087597913
0.12552301255230125,0.2679738562091503,0.5890167921652005
0.13389121338912133,0.2679738562091503,0.5887357423239808
0.13389121338912133,0.28104575163398693,0.5880862511592198
0.1589958158995816,0.28104575163398693,0.5797861605593423
0.1589958158995816,0.2875816993464052,0.5795697495849218
0.16317991631799164,0.2875816993464052,0.5795327786082612
0.16317991631799164,0.29411764705882354,0.5788841231231671
0.17154811715481172,0.29411764705882354,0.5754750151851401
0.17154811715481172,0.3137254901960784,0.5723462153064622
0.17573221757322174,0.3137254901960784,0.571778069603945
0.17573221757322174,0.3202614379084967,0.5716907099428586
0.18410041841004185,0.3202614379084967,0.5700072249129733
0.18410041841004185,0.32679738562091504,0.5673314302885222
0.18828451882845187,0.32679738562091504,0.5659399179248669
0.18828451882845187,0.33986928104575165,0.565107013362908
0.19246861924686193,0.33986928104575165,0.56426500539914
0.19246861924686193,0.35294117647058826,0.5622973560774998
0.19665271966527198,0.35294117647058826,0.5613024785786233
0.19665271966527198,0.38562091503267976,0.5584330031035515
0.200836820083682,0.38562091503267976,0.557827225225288
0.200836820083682,0.39215686274509803,0.5572744811135049
0.20502092050209206,0.39215686274509803,0.5568187789155871
0.20502092050209206,0.40522875816993464,0.5548182673465208
0.20920502092050208,0.40522875816993464,0.5538768713516559
0.20920502092050208,0.43137254901960786,0.5475720286053571
0.2175732217573222,0.43137254901960786,0.546778157129195
0.2175732217573222,0.45098039215686275,0.5449573689689862
0.22594142259414227,0.45098039215686275,0.5435312095926392
0.22594142259414227,0.46405228758169936,0.5430743844711788
0.23430962343096234,0.46405228758169936,0.5428677120124683
0.23430962343096234,0.477124183006536,0.5415744028351434
0.24267782426778242,0.477124183006536,0.541004712623928
0.24267782426778242,0.48366013071895425,0.5405712419357598
0.24686192468619247,0.48366013071895425,0.5405302859133726
0.24686192468619247,0.49019607843137253,0.5388480426132883
0.2510460251046025,0.49019607843137253,0.5376599668734492
0.2510460251046025,0.49673202614379086,0.5370340685302838
0.2594142259414226,0.49673202614379086,0.5334039156647133
0.2594142259414226,0.5098039215686274,0.5325756793711887
0.26778242677824265,0.5098039215686274,0.5265942569858435
0.26778242677824265,0.5163398692810458,0.5265069305440757
0.2719665271966527,0.5163398692810458,0.5251853723913413
0.2719665271966527,0.5228758169934641,0.5246885387390917
0.27615062761506276,0.5228758169934641,0.5236514842082727
0.27615062761506276,0.5294117647058824,0.5219750344112497
0.28451882845188287,0.5294117647058824,0.5208451112623177
0.28451882845188287,0.5359477124183006,0.5206819396475648
0.33472803347280333,0.5359477124183006,0.5125486483226996
0.33472803347280333,0.5424836601307189,0.5111605787668976
0.3389121338912134,0.5424836601307189,0.5110683891624833
0.3389121338912134,0.5490196078431373,0.5108478773612655
0.34309623430962344,0.5490196078431373,0.5095971295164774
0.34309623430962344,0.5686274509803921,0.5092980802631282
0.3514644351464435,0.5686274509803921,0.5064560767620271
0.3514644351464435,0.5882352941176471,0.5034655500968626
0.3598326359832636,0.5882352941176471,0.5007684430122319
0.3598326359832636,0.5947712418300654,0.5000690552194614
0.36401673640167365,0.5947712418300654,0.49875717944339226
0.36401673640167365,0.6013071895424836,0.49695224811169186
0.3723849372384937,0.6013071895424836,0.4960083710700456
0.3723849372384937,0.6209150326797386,0.4921699816207276
0.3807531380753138,0.6209150326797386,0.4920060184170946
0.3807531380753138,0.6274509803921569,0.4897774342849581
0.39330543933054396,0.6274509803921569,0.48606748925095955
0.39330543933054396,0.6470588235294118,0.4841209681147302
0.39748953974895396,0.6470588235294118,0.4839790165108741
0.39748953974895396,0.6601307189542484,0.48256115900521973
0.40585774058577406,0.6601307189542484,0.48113361528377263
0.40585774058577406,0.6666666666666666,0.48015357040391704
